日期,升贴水,进口利润,三月进口利润
17/2/2025,-50,-3119,-2356
18/2/2025,-60,-2971,-2298
19/2/2025,-60,-3050,-2460
20/2/2025,-60,-3186,-2593
21/2/2025,,-3199,-2803
23/2/2025,-70,,
24/2/2025,-70,-3015,-2478
25/2/2025,-50,-3016,-2406
26/2/2025,-30,-2935,-2390
27/2/2025,-30,-2958,-2391
28/2/2025,-30,-2785,-2295
3/3/2025,-30,-2603,-2143
4/3/2025,-40,-2547,-2078
5/3/2025,-40,-2673,-2240
6/3/2025,-50,-2922,-2446
7/3/2025,-50,-2912,-2465
10/3/2025,-50,-3101,-2503
11/3/2025,-40,-3096,-2518
12/3/2025,-40,-2999,-2492
13/3/2025,-40,-2951,-2449
14/3/2025,-40,-2994,-2461
17/3/2025,-20,-2936,-2408
18/3/2025,-60,-2807,-2480
19/3/2025,-50,-2863,-2341
20/3/2025,-40,-2873,-2366
21/3/2025,,-2607,-2266
23/3/2025,-30,,
24/3/2025,-30,-2556,-2092
25/3/2025,-20,-2256,-2083
26/3/2025,-10,-2152,-1954
27/3/2025,-10,-2027,-1822
28/3/2025,0,-1767,-1613
31/3/2025,0,-1638,-1595
1/4/2025,0,-1653,-1594
2/4/2025,10,-1247,-1389
3/4/2025,10,-911,-1030
4/4/2025,,,
7/4/2025,50,-976,-1364
8/4/2025,40,-991,-1542
9/4/2025,20,-780,-1044
10/4/2025,10,-950,-1101
11/4/2025,30,-1170,-1136
14/4/2025,-10,-1131,-1311
15/4/2025,0,-1108,-1296
16/4/2025,10,-927,-1146
17/4/2025,30,-969,-1235
18/4/2025,50,,-1243
21/4/2025,60,,-1115
22/4/2025,40,-1043,-1256
23/4/2025,20,-1166,-1311
24/4/2025,10,-1399,-1506
25/4/2025,0,-1491,-1628
27/4/2025,,,
28/4/2025,0,,
29/4/2025,0,-1286,-1392
30/4/2025,-10,-1274,-1455
1/5/2025,,-1352,-1575
2/5/2025,,,
5/5/2025,,,
6/5/2025,-20,-1242,-1368
7/5/2025,-20,-1153,-1401
8/5/2025,-10,-1237,-1286
9/5/2025,0,-1459,-1414
12/5/2025,0,-1496,-1338
13/5/2025,-20,-1597,-1414
14/5/2025,20,-1729,-1515
15/5/2025,60,-1514,-1483
16/5/2025,70,-1328,-1284
19/5/2025,70,-1280,-1253
20/5/2025,70,-1031,-1038
21/5/2025,70,-1273,-1328
22/5/2025,80,-1144,-1241
23/5/2025,80,-907,-1088
24/5/2025,,,
26/5/2025,90,,-1112
27/5/2025,90,-1042,-1100
28/5/2025,100,-1103,-1252
29/5/2025,110,-1043,-1204
30/5/2025,110,-945,-1127
2/6/2025,,,
3/6/2025,,-1010,-1200
4/6/2025,100,-1117,-1300
5/6/2025,90,-1099,-1320
6/6/2025,80,-1105,-1222
9/6/2025,70,-1004,-1114
10/6/2025,70,-1240,-1303
11/6/2025,90,-1475,-1554
12/6/2025,70,-1145,-1351
13/6/2025,-210,-930,-1307
16/6/2025,-10,-1003,-1232
17/6/2025,210,-1063,-1336
18/6/2025,190,-1167,-1497
19/6/2025,180,-1086,-1333
20/6/2025,180,-1033,-1216
23/6/2025,160,-1567,-1649
24/6/2025,150,-1542,-1662
25/6/2025,140,-1388,-1531
26/6/2025,130,-1346,-1431
27/6/2025,100,-1160,-1399
30/6/2025,70,-1404,-1505
1/7/2025,40,-1396,-1446
2/7/2025,10,-1344,-1426
3/7/2025,-10,-1302,-1413
4/7/2025,-20,-1293,-1329
7/7/2025,-30,-1145,-1273
8/7/2025,-50,-1398,-1346
9/7/2025,-50,-1323,-1339
10/7/2025,-60,-1411,-1376
11/7/2025,-70,-1371,-1343
14/7/2025,-60,-1521,-1444
15/7/2025,50,-1549,-1466
16/7/2025,90,-1436,-1414
17/7/2025,100,-1293,-1327
18/7/2025,110,-1300,-1367
21/7/2025,100,-1547,-1439
22/7/2025,70,,
23/7/2025,40,,
24/7/2025,10,,
25/7/2025,10,,
28/7/2025,0,,
29/7/2025,0,,
30/7/2025,-10,,
31/7/2025,-20,,
1/8/2025,-20,,
4/8/2025,-30,,
5/8/2025,-40,,
6/8/2025,-40,,
7/8/2025,-50,,
8/8/2025,-50,,
11/8/2025,-50,,
12/8/2025,-30,,
13/8/2025,,,
14/8/2025,,,
15/8/2025,,,
18/8/2025,-20,,
19/8/2025,,,
20/8/2025,0,,
21/8/2025,20,,
22/8/2025,30,,
25/8/2025,20,,
26/8/2025,0,,
